"tag","text"
"fake","While Saudi teen Rahaf Mohammed al-Qunun's own close encounter with officials in Bangkok is over, there's still the case of #SaveHakeem \n\nActivists Start Campaign for Thailand to Free Bahraini Soccer Player https://t.co/edKnW4KjQO"
"real","BREAKING: #Saudi General Prosecutor: First trial session to be held against those involved in #JamalKhashoggi killing https://t.co/5nXNHJc1ru"
"fake","The sister of Loujain al-Hathloul, 29-year-old #Saudi women's rights activist detained with her husband last year, has written a @nytopinion piece on the eve of @SecPompeo's second #Riyadh trip since the #JamalKhashoggi murder https://t.co/Uga2xXWuVg"
"real","#CrownPrince #MohammedBinSalman visited many countries such as US, Spain, France, UK and signed agreements that will effectively benefit our country #SaudiArabia we are proud of #MBS https://t.co/log4cREIAP"
"fake","A #Turkish pro-government television channel has broadcast video showing men carrying suitcases purportedly containing the remains of #Saudi journalist #JamalKhashoggi into the residence of his country’s consul general in #Istanbul.\n\n#MNA_English \n#MNA \n#Anglophones https://t.co/1DcEvveQUP"
"real","In March 2017, #Canada SEIZED #Yemen refugees at #US boarder escaping war; as opposed to granting asylum last Saturday to 18Y #Saudi who fled her family!\n\n#humanrights my A**! Politics?\n\n#pervert #SaveRahaf #HRW #amnesty #HRD #HRC #Qunun #NGO #RahafisFree #rahaf #SaudiArabia #رهف https://t.co/usTHhPW24O"
"real","#Saudi Arabia’s economic growth is expected to increase 2.5% by 2020, says a report by National Bank of Kuwait  https://t.co/xy6NVI14j0"
"real","@DHamamdjian @CTVNews @rahaf84427714 Bad news for our friends in #Canada and elsewhere, as #Saudi embassy in #Thailand refused to interfere in #RahafAlQanun issue as it’s a family conflict in other country, and living in #Kuwait not in #SaudiArabia  \nSorry guys!!!!"
"real","Mother of #Saudi princess passes away \nhttps://t.co/tMNedne32y https://t.co/AXhzyfCDfF"
"real","Saudi Market Daily Report 01/01/2019\nhttps://t.co/XhHgwpnafu \n#Tadawul #Tasi #KSA #Saudi https://t.co/m3ti5TNCkO"
"fake","@Almatrafi #saudi is using children to spread hate speech ..\n\n@UNICEF\n@UNICEFmena\n@UNICEFinArabic\n@UNESCOarabic \n@UNESCO \n@savechildrenmee \n@hrw_ar \n@hrw \n@CRAE_official\n@AmnestyAR \n@amnestyusa"
"real","#Saudi prosecutor seeks death sentences as #Khashoggi murder trial opens\n\n#MNA_English \n#MNA \n#Anglophones https://t.co/EUdRE3HoOy"
"fake","Key suspect in Khashoggi trial and former top royal adviser disappears https://t.co/1vZbqikzQN"
"real","Institutions in #Saudi Arabia work together for environment protection. https://t.co/BKLr0KsQ3i"
"real","#BreakingNews: Saudi prosecutor seeks death sentences for five suspects as #Khashoggi murder trial opens\n#BREAKING #SaudiArabia https://t.co/hkL5Z0myRu"
"fake","Under MBS, Saudi Arabia Accused of Torture — Again https://t.co/lDudPtwDgf"
"fake","Amid global outrage, Saudi authorities drop #deathpenalty against female activist who participated in peaceful anti-government protests. https://t.co/vCLbtDEPe0 @newsweek @DPInfoCtr @Amnesty @DeathPenaltyWW #IsraaAlGhomgham"
"fake","Musicians will cancel concerts in Israel bc ohmuhgod Israel is sooo mean, but Mariah Carey will perform in Saudi Arabia where women’s rights activists are imprisoned for wanting basic human rights. 🤷‍♀️"
"fake","Pic projects #Saudi released prisoner(while being treated in #Sanaa)vs prisoner who was lately executed by #KSA #USA mercenaries while video taped! No matter how aggressors media try 2 distort Ansaruallah &amp; other #Yemenis, labeling them ""Houthis"", truth will always clear ur lies https://t.co/PuV40BU2Lc"
"real","#Saudi @KingSalman approves raft of measures to improve quality of #health services — https://t.co/KT3PJEceA3 https://t.co/Zs9SO4cKcI"
"real","Saudi Crown Prince Mohammed bin Salman plans to launch a $425 billion infrastructure plan on Monday https://t.co/NNDg9kULII via @markets"
"fake","#Saudi students facing jail time in the United States go missing to avoid trial.  https://t.co/DOEJlosbKV via @nbcnews"
"real","STC\nQ4: Good set of numbers\nhttps://t.co/w2iO8K60UY\n#Tadawul #Tasi #KSA #Saudi https://t.co/5CdSFHIvQH"
"real","#Swiss Federal Councillor @alain_berset, head of the Federal Department of Home Affairs which includes, among others, the Federal Office of Culture, met in #Davos with the #Saudi film director @HaifaaMansour who received the #WEF19 25th Crystal Award for cultural achievement https://t.co/Q8ZINl4TX4"
"real","In response to the @nytimes article falsely claiming that #Saudi paid for Sudanese child soldiers to fight in #Yemen👇🏼 https://t.co/KBINZBJTtT"
"fake","In November #Lebanon’s Prime Minister, Saad Hariri, was kidnapped, detained, reportedly slapped around, forced to r… https://t.co/Z2JpVtXlgf"
"real","#Saudi labor law protects the rights of both employees and employers, and serves as a reference for any disputes that may arise in a work place. https://t.co/bOQVCHLZY7"
"real","#Saudi Arabia's Crown Prince #Mohammed bin Salman poses for a selfie during the Future Investment Conference in #Riyadh. \n\n#MNA #MNA_English #Anglophones https://t.co/H5i22MOgzk"
"real","#AndreaBocelli Stars in Opera Night at #Saudi’s Winter Tantora Festival https://t.co/Blc7JszC25 https://t.co/OxssNmEy52"
"fake","In #Yemen more 30.000 died due to The #Saudi - coalition Blockade on Sana'a Airport since 2 years ,the number inceases everyday  #EndYemenSiege"
"real","The #Saudi human resources policies &amp; procedures manual is in compliance with the latest Labor Law Regulations. The human resources manual consist of 12 structured policies and 19 related forms. #riyadh #jeddah\n\nhttps://t.co/RGSthRqAgE https://t.co/8z9waKg9ms"
"real","KSA: 609632 illegal expats deported in 2018.. The number of illegal foreigners detained by the #Saudi authorities in a nationwide crackdown that began in November 2017 has reached 2… https://t.co/ffVZyFeZqJ"
"real","#Saudi Shoura to debate two key laws — To examine organ donation, #marriage of minors this week — https://t.co/WbcKJg6O7N https://t.co/gye9gSVNis"
"real","PICTURES: #Saudi @KingSalman receives ambassador of #Kuwait on occasion of the end of his term as #ambassador of his country to the Kingdom. https://t.co/WJF14PypCg"
"real","81856 #Job opportunities provided by #Saudi Arabia to #Yemenis during the past year without political or regional discrimination, which contributed to the operation of organized labor and supporting the national economy, in addition to a quarter of a million other visas issued https://t.co/25dR5z4Nie"
"real","King Salman receives president of the Inter-Parliamentary Union - https://t.co/EmXRj8Iw6o - https://t.co/Ifj7fd9iKg - RiyadhVision https://t.co/48dQRHq82Y"
"real","4 months after Saudi journalist Jamal #Khahsoggi murder, Turkey is still after his body. Istanbul Prosecutor's Office claims his body was dismembered. Finding #Khashoggi's body parts is essential for a proper final of the investigation and preparation of an indictment. https://t.co/4M2kARfNx2"
"real","KHASHOGGI'S SON LEAVES SAUDI ARABIA The son of journalist Jamal Khashoggi has left Saudi Arabia and traveled to the… https://t.co/56TNdRfN0I"
